timestamp,open,high,low,close,volume
2025-05-10 22:50:00,174.45,174.74,174.42,174.73,10648.508
2025-05-10 22:55:00,174.73,175.11,174.73,174.98,28456.047
2025-05-10 23:00:00,174.97,175.1,174.7,174.74,16231.765
2025-05-10 23:05:00,174.73,175.64,174.57,175.42,29385.539
2025-05-10 23:10:00,175.42,177.7,175.38,177.43,124768.201
2025-05-10 23:15:00,177.44,178.98,177.41,177.9,112776.803
2025-05-10 23:20:00,177.9,178.22,176.72,178.2,48059.206
2025-05-10 23:25:00,178.19,178.27,177.47,177.78,25889.082
2025-05-10 23:30:00,177.77,177.8,176.06,176.14,32869.83
2025-05-10 23:35:00,176.13,177.22,175.8,177.11,19134.914
2025-05-10 23:40:00,177.11,177.24,176.42,177.08,13999.893
2025-05-10 23:45:00,177.09,177.31,176.76,177.18,9832.515
2025-05-10 23:50:00,177.17,177.68,177.17,177.61,9010.197
2025-05-10 23:55:00,177.6,177.98,177.5,177.89,15562.66
2025-05-11 00:00:00,177.89,179.08,177.47,178.58,42126.846
2025-05-11 00:05:00,178.57,179.45,178.46,179.04,51735.283
2025-05-11 00:10:00,179.03,179.07,178.17,178.3,25001.691
2025-05-11 00:15:00,178.31,178.38,176.22,176.88,37746.836
2025-05-11 00:20:00,176.88,177.25,176.09,176.99,47598.107
2025-05-11 00:25:00,177.0,177.03,172.92,173.28,70443.17
2025-05-11 00:30:00,173.28,175.57,173.28,175.56,39326.954
2025-05-11 00:35:00,175.56,176.41,174.73,175.09,38951.153
2025-05-11 00:40:00,175.08,176.35,174.97,176.21,21822.36
2025-05-11 00:45:00,176.22,177.06,176.16,177.05,16455.173
2025-05-11 00:50:00,177.04,179.24,177.01,178.37,64791.451
2025-05-11 00:55:00,178.37,179.65,178.37,179.16,43068.238
2025-05-11 01:00:00,179.16,179.44,177.72,178.41,27987.834
2025-05-11 01:05:00,178.41,179.23,178.18,179.1,23310.323
2025-05-11 01:10:00,179.09,180.0,178.97,179.24,41642.45
2025-05-11 01:15:00,179.25,179.29,178.5,178.58,27107.818
2025-05-11 01:20:00,178.57,179.47,178.34,178.48,26557.753
2025-05-11 01:25:00,178.47,179.16,178.47,178.94,21515.887
2025-05-11 01:30:00,178.95,179.98,178.5,179.8,28832.088
2025-05-11 01:35:00,179.8,180.26,178.84,179.95,59636.464
2025-05-11 01:40:00,179.95,180.14,178.85,179.19,29768.158
2025-05-11 01:45:00,179.19,179.19,177.53,177.74,36951.209
2025-05-11 01:50:00,177.75,177.94,175.56,176.94,46815.074
2025-05-11 01:55:00,176.94,176.99,176.02,176.97,22413.709
2025-05-11 02:00:00,176.96,177.11,176.17,176.6,16969.207
2025-05-11 02:05:00,176.59,177.1,176.17,176.96,17643.27
2025-05-11 02:10:00,176.95,177.41,176.76,177.0,11898.73
2025-05-11 02:15:00,177.0,177.48,176.96,177.36,8513.67
2025-05-11 02:20:00,177.37,177.86,177.35,177.59,13834.428
2025-05-11 02:25:00,177.59,177.59,177.03,177.18,8721.731
2025-05-11 02:30:00,177.18,177.6,176.86,177.51,11154.251
2025-05-11 02:35:00,177.52,177.61,177.27,177.39,7668.947
2025-05-11 02:40:00,177.39,177.76,176.64,176.73,15865.864
2025-05-11 02:45:00,176.72,176.77,176.11,176.21,12452.873
2025-05-11 02:50:00,176.2,176.21,174.72,174.98,31439.419
2025-05-11 02:55:00,174.97,175.86,174.95,175.82,12441.458
2025-05-11 03:00:00,175.83,175.89,175.07,175.16,11528.928
2025-05-11 03:05:00,175.17,175.66,174.9,175.58,12329.4
2025-05-11 03:10:00,175.58,175.87,175.52,175.75,7887.786
2025-05-11 03:15:00,175.76,176.21,175.46,176.18,9693.206
2025-05-11 03:20:00,176.17,176.37,176.07,176.21,6047.994
2025-05-11 03:25:00,176.21,176.26,175.94,176.18,4247.158
2025-05-11 03:30:00,176.17,176.24,175.71,175.76,4591.399
2025-05-11 03:35:00,175.76,175.93,175.48,175.92,3480.774
2025-05-11 03:40:00,175.93,176.67,175.91,176.58,7514.892
